index,filename,scene_label,city,location,segment,device,encoded,decoded,sum,count,mean,ranks
8475,audio/shopping_mall-lyon-1043-40786-a.wav,shopping_mall,lyon,1043,40786,a,6,shopping_mall,304.0,357.0,0.8515406162464986,0.5392390958293537
8476,audio/shopping_mall-lisbon-1137-40811-a.wav,shopping_mall,lisbon,1137,40811,a,6,shopping_mall,285.0,357.0,0.7983193277310925,0.7574021012416428
8477,audio/shopping_mall-lyon-1066-40814-a.wav,shopping_mall,lyon,1066,40814,a,6,shopping_mall,301.0,357.0,0.8431372549019608,0.5768067494428526
8478,audio/shopping_mall-prague-1031-40842-a.wav,shopping_mall,prague,1031,40842,a,6,shopping_mall,295.0,357.0,0.8263305322128851,0.6506685768863419
8479,audio/shopping_mall-lyon-1043-40855-a.wav,shopping_mall,lyon,1043,40855,a,6,shopping_mall,300.0,357.0,0.8403361344537815,0.5886660299267749
8480,audio/shopping_mall-lyon-1066-40867-a.wav,shopping_mall,lyon,1066,40867,a,6,shopping_mall,286.0,357.0,0.8011204481792717,0.7479305953517988
8481,audio/shopping_mall-lyon-1043-40870-a.wav,shopping_mall,lyon,1043,40870,a,6,shopping_mall,261.0,357.0,0.7310924369747899,0.9180197389366443
8482,audio/shopping_mall-lyon-1043-40877-a.wav,shopping_mall,lyon,1043,40877,a,6,shopping_mall,286.0,357.0,0.8011204481792717,0.7480101878382681
8483,audio/shopping_mall-lisbon-1137-40887-a.wav,shopping_mall,lisbon,1137,40887,a,6,shopping_mall,325.0,357.0,0.9103641456582633,0.24976122254059216
8484,audio/shopping_mall-lyon-1043-40896-a.wav,shopping_mall,lyon,1043,40896,a,6,shopping_mall,340.0,357.0,0.9523809523809523,0.09638650111429481
8486,audio/shopping_mall-prague-1009-40930-a.wav,shopping_mall,prague,1009,40930,a,6,shopping_mall,301.0,357.0,0.8431372549019608,0.5768863419293219
8487,audio/shopping_mall-prague-1053-40935-a.wav,shopping_mall,prague,1053,40935,a,6,shopping_mall,311.0,357.0,0.8711484593837535,0.44898121617319325
8488,audio/shopping_mall-lisbon-1137-40943-a.wav,shopping_mall,lisbon,1137,40943,a,6,shopping_mall,315.0,357.0,0.8823529411764706,0.39390321553645335
8489,audio/shopping_mall-prague-1031-40945-a.wav,shopping_mall,prague,1031,40945,a,6,shopping_mall,317.0,357.0,0.8879551820728291,0.36628462273161416
8490,audio/shopping_mall-lyon-1066-40959-a.wav,shopping_mall,lyon,1066,40959,a,6,shopping_mall,308.0,357.0,0.8627450980392157,0.4892550143266476
8492,audio/shopping_mall-lyon-1043-40993-a.wav,shopping_mall,lyon,1043,40993,a,6,shopping_mall,282.0,357.0,0.7899159663865546,0.7830308818847501
8494,audio/shopping_mall-prague-1031-41010-a.wav,shopping_mall,prague,1031,41010,a,6,shopping_mall,247.0,357.0,0.6918767507002801,0.9654568608723336
8496,audio/shopping_mall-prague-1009-41018-a.wav,shopping_mall,prague,1009,41018,a,6,shopping_mall,322.0,357.0,0.9019607843137255,0.29218401782871695
8497,audio/shopping_mall-prague-1009-41030-a.wav,shopping_mall,prague,1009,41030,a,6,shopping_mall,335.0,357.0,0.938375350140056,0.13777459407831902
8500,audio/shopping_mall-prague-1031-41071-a.wav,shopping_mall,prague,1031,41071,a,6,shopping_mall,272.0,357.0,0.7619047619047619,0.8614294810569882
8501,audio/shopping_mall-lyon-1066-41099-a.wav,shopping_mall,lyon,1066,41099,a,6,shopping_mall,322.0,357.0,0.9019607843137255,0.2922636103151863
8503,audio/shopping_mall-lyon-1043-41112-a.wav,shopping_mall,lyon,1043,41112,a,6,shopping_mall,318.0,357.0,0.8907563025210085,0.3515600127347978
8504,audio/shopping_mall-prague-1031-41125-a.wav,shopping_mall,prague,1031,41125,a,6,shopping_mall,296.0,357.0,0.8291316526610645,0.6378541865647883
8505,audio/shopping_mall-prague-1031-41131-a.wav,shopping_mall,prague,1031,41131,a,6,shopping_mall,311.0,357.0,0.8711484593837535,0.4490608086596625
8506,audio/shopping_mall-lyon-1043-41151-a.wav,shopping_mall,lyon,1043,41151,a,6,shopping_mall,327.0,357.0,0.9159663865546218,0.22644062400509393
8507,audio/shopping_mall-lisbon-1137-41160-a.wav,shopping_mall,lisbon,1137,41160,a,6,shopping_mall,298.0,357.0,0.834733893557423,0.6131805157593123
8508,audio/shopping_mall-prague-1031-41247-a.wav,shopping_mall,prague,1031,41247,a,6,shopping_mall,328.0,357.0,0.9187675070028011,0.2141833810888252
8509,audio/shopping_mall-lyon-1043-41252-a.wav,shopping_mall,lyon,1043,41252,a,6,shopping_mall,304.0,357.0,0.8515406162464986,0.539318688315823
8510,audio/shopping_mall-prague-1031-41303-a.wav,shopping_mall,prague,1031,41303,a,6,shopping_mall,279.0,357.0,0.7815126050420168,0.8087392550143266
8511,audio/shopping_mall-prague-1053-41304-a.wav,shopping_mall,prague,1053,41304,a,6,shopping_mall,317.0,357.0,0.8879551820728291,0.36636421521808343
8512,audio/shopping_mall-prague-1053-41324-a.wav,shopping_mall,prague,1053,41324,a,6,shopping_mall,299.0,357.0,0.8375350140056023,0.6002865329512894
8513,audio/shopping_mall-prague-1053-41337-a.wav,shopping_mall,prague,1053,41337,a,6,shopping_mall,316.0,357.0,0.8851540616246498,0.38037249283667623
8514,audio/shopping_mall-lyon-1066-41338-a.wav,shopping_mall,lyon,1066,41338,a,6,shopping_mall,334.0,357.0,0.9355742296918768,0.14780324737344794
8516,audio/shopping_mall-prague-1031-41364-a.wav,shopping_mall,prague,1031,41364,a,6,shopping_mall,290.0,357.0,0.8123249299719888,0.7087710920089143
8517,audio/shopping_mall-lisbon-1137-41370-a.wav,shopping_mall,lisbon,1137,41370,a,6,shopping_mall,325.0,357.0,0.9103641456582633,0.24984081502706146
8518,audio/shopping_mall-prague-1053-41378-a.wav,shopping_mall,prague,1053,41378,a,6,shopping_mall,304.0,357.0,0.8515406162464986,0.5393982808022922
8519,audio/shopping_mall-prague-1031-41379-a.wav,shopping_mall,prague,1031,41379,a,6,shopping_mall,320.0,357.0,0.896358543417367,0.32099649793059537
8520,audio/shopping_mall-lyon-1043-41398-a.wav,shopping_mall,lyon,1043,41398,a,6,shopping_mall,335.0,357.0,0.938375350140056,0.1378541865647883
8522,audio/shopping_mall-prague-1009-41436-a.wav,shopping_mall,prague,1009,41436,a,6,shopping_mall,321.0,357.0,0.8991596638655462,0.3061127029608405
8523,audio/shopping_mall-prague-1009-41442-a.wav,shopping_mall,prague,1009,41442,a,6,shopping_mall,320.0,357.0,0.896358543417367,0.32107609041706464
8524,audio/shopping_mall-prague-1009-41449-a.wav,shopping_mall,prague,1009,41449,a,6,shopping_mall,289.0,357.0,0.8095238095238095,0.719595670168736
8525,audio/shopping_mall-prague-1053-41454-a.wav,shopping_mall,prague,1053,41454,a,6,shopping_mall,339.0,357.0,0.9495798319327731,0.1041069723018147
8526,audio/shopping_mall-lyon-1066-41459-a.wav,shopping_mall,lyon,1066,41459,a,6,shopping_mall,303.0,357.0,0.8487394957983193,0.5515759312320917
8527,audio/shopping_mall-lyon-1066-41463-a.wav,shopping_mall,lyon,1066,41463,a,6,shopping_mall,296.0,357.0,0.8291316526610645,0.6379337790512576
8528,audio/shopping_mall-lyon-1066-41474-a.wav,shopping_mall,lyon,1066,41474,a,6,shopping_mall,314.0,357.0,0.8795518207282913,0.4085482330468004
8529,audio/shopping_mall-lisbon-1137-41483-a.wav,shopping_mall,lisbon,1137,41483,a,6,shopping_mall,267.0,357.0,0.7478991596638656,0.891515440942375
8531,audio/shopping_mall-prague-1053-41489-a.wav,shopping_mall,prague,1053,41489,a,6,shopping_mall,320.0,357.0,0.896358543417367,0.3211556829035339
8532,audio/shopping_mall-lyon-1066-41521-a.wav,shopping_mall,lyon,1066,41521,a,6,shopping_mall,324.0,357.0,0.907563025210084,0.26480420248328557
8533,audio/shopping_mall-lisbon-1137-41522-a.wav,shopping_mall,lisbon,1137,41522,a,6,shopping_mall,303.0,357.0,0.8487394957983193,0.551655523718561
8534,audio/shopping_mall-lisbon-1137-41528-a.wav,shopping_mall,lisbon,1137,41528,a,6,shopping_mall,291.0,357.0,0.8151260504201681,0.6989016236867239
8535,audio/shopping_mall-prague-1031-41546-a.wav,shopping_mall,prague,1031,41546,a,6,shopping_mall,283.0,357.0,0.7927170868347339,0.7747532632919453
8536,audio/shopping_mall-lisbon-1137-41562-a.wav,shopping_mall,lisbon,1137,41562,a,6,shopping_mall,321.0,357.0,0.8991596638655462,0.30619229544730975
8537,audio/shopping_mall-prague-1053-41586-a.wav,shopping_mall,prague,1053,41586,a,6,shopping_mall,331.0,357.0,0.927170868347339,0.1819484240687679
8538,audio/shopping_mall-prague-1053-41617-a.wav,shopping_mall,prague,1053,41617,a,6,shopping_mall,273.0,357.0,0.7647058823529411,0.8545049347341611
8539,audio/shopping_mall-lyon-1043-41642-a.wav,shopping_mall,lyon,1043,41642,a,6,shopping_mall,315.0,357.0,0.8823529411764706,0.3939828080229226
8540,audio/shopping_mall-lisbon-1137-41649-a.wav,shopping_mall,lisbon,1137,41649,a,6,shopping_mall,317.0,357.0,0.8879551820728291,0.3664438077045527
8541,audio/shopping_mall-lisbon-1137-41655-a.wav,shopping_mall,lisbon,1137,41655,a,6,shopping_mall,311.0,357.0,0.8711484593837535,0.4491404011461318
8542,audio/shopping_mall-prague-1053-41657-a.wav,shopping_mall,prague,1053,41657,a,6,shopping_mall,320.0,357.0,0.896358543417367,0.3212352753900032
8543,audio/shopping_mall-prague-1031-41665-a.wav,shopping_mall,prague,1031,41665,a,6,shopping_mall,257.0,357.0,0.7198879551820728,0.9348137535816619
8544,audio/shopping_mall-prague-1053-41669-a.wav,shopping_mall,prague,1053,41669,a,6,shopping_mall,315.0,357.0,0.8823529411764706,0.3940624005093919
8545,audio/shopping_mall-prague-1009-41691-a.wav,shopping_mall,prague,1009,41691,a,6,shopping_mall,288.0,357.0,0.8067226890756303,0.7293059535179879
8547,audio/shopping_mall-lyon-1066-41740-a.wav,shopping_mall,lyon,1066,41740,a,6,shopping_mall,341.0,357.0,0.9551820728291317,0.08802929003502069
8548,audio/shopping_mall-prague-1031-41762-a.wav,shopping_mall,prague,1031,41762,a,6,shopping_mall,298.0,357.0,0.834733893557423,0.6132601082457816
8550,audio/shopping_mall-lisbon-1137-41789-a.wav,shopping_mall,lisbon,1137,41789,a,6,shopping_mall,294.0,357.0,0.8235294117647058,0.6630850047755492
8551,audio/shopping_mall-prague-1009-41820-a.wav,shopping_mall,prague,1009,41820,a,6,shopping_mall,294.0,357.0,0.8235294117647058,0.6631645972620185
8552,audio/shopping_mall-prague-1053-41823-a.wav,shopping_mall,prague,1053,41823,a,6,shopping_mall,316.0,357.0,0.8851540616246498,0.3804520853231455
8553,audio/shopping_mall-prague-1031-41856-a.wav,shopping_mall,prague,1031,41856,a,6,shopping_mall,317.0,357.0,0.8879551820728291,0.366523400191022
8554,audio/shopping_mall-prague-1009-41865-a.wav,shopping_mall,prague,1009,41865,a,6,shopping_mall,299.0,357.0,0.8375350140056023,0.6003661254377587
8555,audio/shopping_mall-lyon-1043-41872-a.wav,shopping_mall,lyon,1043,41872,a,6,shopping_mall,324.0,357.0,0.907563025210084,0.26488379496975484
8556,audio/shopping_mall-lyon-1043-41875-a.wav,shopping_mall,lyon,1043,41875,a,6,shopping_mall,311.0,357.0,0.8711484593837535,0.44921999363260107
8557,audio/shopping_mall-lisbon-1137-41878-a.wav,shopping_mall,lisbon,1137,41878,a,6,shopping_mall,304.0,357.0,0.8515406162464986,0.5394778732887615
8558,audio/shopping_mall-lisbon-1137-41897-a.wav,shopping_mall,lisbon,1137,41897,a,6,shopping_mall,322.0,357.0,0.9019607843137255,0.29234320280165554
8559,audio/shopping_mall-lyon-1066-41919-a.wav,shopping_mall,lyon,1066,41919,a,6,shopping_mall,334.0,357.0,0.9355742296918768,0.14788283985991724
8561,audio/shopping_mall-lyon-1066-41936-a.wav,shopping_mall,lyon,1066,41936,a,6,shopping_mall,295.0,357.0,0.8263305322128851,0.6507481693728112
8562,audio/shopping_mall-lyon-1043-41966-a.wav,shopping_mall,lyon,1043,41966,a,6,shopping_mall,332.0,357.0,0.9299719887955182,0.17000955109837632
8563,audio/shopping_mall-lisbon-1137-41967-a.wav,shopping_mall,lisbon,1137,41967,a,6,shopping_mall,309.0,357.0,0.865546218487395,0.47747532632919454
8564,audio/shopping_mall-prague-1031-41989-a.wav,shopping_mall,prague,1031,41989,a,6,shopping_mall,308.0,357.0,0.8627450980392157,0.48933460681311686
8565,audio/shopping_mall-lisbon-1137-42032-a.wav,shopping_mall,lisbon,1137,42032,a,6,shopping_mall,307.0,357.0,0.8599439775910365,0.5001591849729385
8566,audio/shopping_mall-lyon-1043-42035-a.wav,shopping_mall,lyon,1043,42035,a,6,shopping_mall,326.0,357.0,0.9131652661064426,0.23901623686723975
8567,audio/shopping_mall-lyon-1043-42036-a.wav,shopping_mall,lyon,1043,42036,a,6,shopping_mall,322.0,357.0,0.9019607843137255,0.2924227952881248
8568,audio/shopping_mall-prague-1009-42037-a.wav,shopping_mall,prague,1009,42037,a,6,shopping_mall,284.0,357.0,0.7955182072829131,0.7658389048073861
8569,audio/shopping_mall-prague-1031-42056-a.wav,shopping_mall,prague,1031,42056,a,6,shopping_mall,302.0,357.0,0.84593837535014,0.5640719516077682
8573,audio/shopping_mall-lisbon-1137-42078-a.wav,shopping_mall,lisbon,1137,42078,a,6,shopping_mall,328.0,357.0,0.9187675070028011,0.2142629735752945
8574,audio/shopping_mall-lyon-1066-42085-a.wav,shopping_mall,lyon,1066,42085,a,6,shopping_mall,301.0,357.0,0.8431372549019608,0.5769659344157911
8576,audio/shopping_mall-lyon-1066-42105-a.wav,shopping_mall,lyon,1066,42105,a,6,shopping_mall,317.0,357.0,0.8879551820728291,0.36660299267749125
8577,audio/shopping_mall-prague-1053-42114-a.wav,shopping_mall,prague,1053,42114,a,6,shopping_mall,330.0,357.0,0.9243697478991597,0.19181789239095828
8578,audio/shopping_mall-lyon-1066-42116-a.wav,shopping_mall,lyon,1066,42116,a,6,shopping_mall,311.0,357.0,0.8711484593837535,0.44929958611907034
8580,audio/shopping_mall-prague-1053-42152-a.wav,shopping_mall,prague,1053,42152,a,6,shopping_mall,301.0,357.0,0.8431372549019608,0.5770455269022604
8582,audio/shopping_mall-lyon-1066-42164-a.wav,shopping_mall,lyon,1066,42164,a,6,shopping_mall,287.0,357.0,0.803921568627451,0.7384590894619548
8584,audio/shopping_mall-lyon-1066-42185-a.wav,shopping_mall,lyon,1066,42185,a,6,shopping_mall,332.0,357.0,0.9299719887955182,0.1700891435848456
8586,audio/shopping_mall-prague-1009-42211-a.wav,shopping_mall,prague,1009,42211,a,6,shopping_mall,316.0,357.0,0.8851540616246498,0.3805316778096148
8587,audio/shopping_mall-lyon-1043-42251-a.wav,shopping_mall,lyon,1043,42251,a,6,shopping_mall,309.0,357.0,0.865546218487395,0.4775549188156638
8588,audio/shopping_mall-prague-1009-42254-a.wav,shopping_mall,prague,1009,42254,a,6,shopping_mall,303.0,357.0,0.8487394957983193,0.5517351162050302
8589,audio/shopping_mall-prague-1031-42293-a.wav,shopping_mall,prague,1031,42293,a,6,shopping_mall,316.0,357.0,0.8851540616246498,0.38061127029608405
8590,audio/shopping_mall-prague-1031-42298-a.wav,shopping_mall,prague,1031,42298,a,6,shopping_mall,325.0,357.0,0.9103641456582633,0.24992040751353073
8591,audio/shopping_mall-lisbon-1137-42344-a.wav,shopping_mall,lisbon,1137,42344,a,6,shopping_mall,318.0,357.0,0.8907563025210085,0.35163960522126714
8593,audio/shopping_mall-lyon-1066-42368-a.wav,shopping_mall,lyon,1066,42368,a,6,shopping_mall,298.0,357.0,0.834733893557423,0.6133397007322509
8594,audio/shopping_mall-lisbon-1137-42379-a.wav,shopping_mall,lisbon,1137,42379,a,6,shopping_mall,314.0,357.0,0.8795518207282913,0.40862782553326965
8595,audio/shopping_mall-lyon-1043-42386-a.wav,shopping_mall,lyon,1043,42386,a,6,shopping_mall,293.0,357.0,0.8207282913165266,0.6752626552053486
8598,audio/shopping_mall-prague-1053-42425-a.wav,shopping_mall,prague,1053,42425,a,6,shopping_mall,308.0,357.0,0.8627450980392157,0.48941419929958613
8599,audio/shopping_mall-lyon-1066-42461-a.wav,shopping_mall,lyon,1066,42461,a,6,shopping_mall,319.0,357.0,0.8935574229691877,0.33580070041388094
8600,audio/shopping_mall-lyon-1043-42466-a.wav,shopping_mall,lyon,1043,42466,a,6,shopping_mall,332.0,357.0,0.9299719887955182,0.17016873607131486
8602,audio/shopping_mall-prague-1031-42515-a.wav,shopping_mall,prague,1031,42515,a,6,shopping_mall,312.0,357.0,0.8739495798319328,0.43529130850047754
8604,audio/shopping_mall-prague-1009-42557-a.wav,shopping_mall,prague,1009,42557,a,6,shopping_mall,306.0,357.0,0.8571428571428571,0.5120980579433302
8605,audio/shopping_mall-lyon-1043-42559-a.wav,shopping_mall,lyon,1043,42559,a,6,shopping_mall,319.0,357.0,0.8935574229691877,0.3358802929003502
8606,audio/shopping_mall-lyon-1066-42583-a.wav,shopping_mall,lyon,1066,42583,a,6,shopping_mall,325.0,357.0,0.9103641456582633,0.25
8607,audio/shopping_mall-lisbon-1137-42585-a.wav,shopping_mall,lisbon,1137,42585,a,6,shopping_mall,312.0,357.0,0.8739495798319328,0.4353709009869468
8608,audio/shopping_mall-lyon-1066-42609-a.wav,shopping_mall,lyon,1066,42609,a,6,shopping_mall,336.0,357.0,0.9411764705882353,0.12893982808022922
8610,audio/shopping_mall-prague-1009-42618-a.wav,shopping_mall,prague,1009,42618,a,6,shopping_mall,323.0,357.0,0.9047619047619048,0.27761859280483925
8612,audio/shopping_mall-prague-1053-42630-a.wav,shopping_mall,prague,1053,42630,a,6,shopping_mall,288.0,357.0,0.8067226890756303,0.7293855460044572
8614,audio/shopping_mall-prague-1031-42651-a.wav,shopping_mall,prague,1031,42651,a,6,shopping_mall,326.0,357.0,0.9131652661064426,0.23909582935370902
8615,audio/shopping_mall-lyon-1043-42657-a.wav,shopping_mall,lyon,1043,42657,a,6,shopping_mall,314.0,357.0,0.8795518207282913,0.4087074180197389
8617,audio/shopping_mall-prague-1031-42692-a.wav,shopping_mall,prague,1031,42692,a,6,shopping_mall,319.0,357.0,0.8935574229691877,0.3359598853868195
8618,audio/shopping_mall-lisbon-1137-42701-a.wav,shopping_mall,lisbon,1137,42701,a,6,shopping_mall,337.0,357.0,0.9439775910364145,0.12034383954154727
8619,audio/shopping_mall-lyon-1066-42758-a.wav,shopping_mall,lyon,1066,42758,a,6,shopping_mall,319.0,357.0,0.8935574229691877,0.33603947787328875
8620,audio/shopping_mall-prague-1009-42762-a.wav,shopping_mall,prague,1009,42762,a,6,shopping_mall,313.0,357.0,0.876750700280112,0.4222381407195161
8624,audio/shopping_mall-lyon-1066-42823-a.wav,shopping_mall,lyon,1066,42823,a,6,shopping_mall,327.0,357.0,0.9159663865546218,0.2265202164915632
8625,audio/shopping_mall-lyon-1043-42837-a.wav,shopping_mall,lyon,1043,42837,a,6,shopping_mall,263.0,357.0,0.7366946778711485,0.9102196752626552
8626,audio/shopping_mall-prague-1053-42846-a.wav,shopping_mall,prague,1053,42846,a,6,shopping_mall,329.0,357.0,0.9215686274509803,0.20248328557784145
8627,audio/shopping_mall-prague-1009-42848-a.wav,shopping_mall,prague,1009,42848,a,6,shopping_mall,334.0,357.0,0.9355742296918768,0.1479624323463865
8629,audio/shopping_mall-prague-1053-42897-a.wav,shopping_mall,prague,1053,42897,a,6,shopping_mall,304.0,357.0,0.8515406162464986,0.5395574657752308
8630,audio/shopping_mall-prague-1053-42922-a.wav,shopping_mall,prague,1053,42922,a,6,shopping_mall,314.0,357.0,0.8795518207282913,0.4087870105062082
8631,audio/shopping_mall-prague-1053-42937-a.wav,shopping_mall,prague,1053,42937,a,6,shopping_mall,319.0,357.0,0.8935574229691877,0.336119070359758
8632,audio/shopping_mall-lyon-1043-42941-a.wav,shopping_mall,lyon,1043,42941,a,6,shopping_mall,336.0,357.0,0.9411764705882353,0.12901942056669852
8634,audio/shopping_mall-lyon-1066-42950-a.wav,shopping_mall,lyon,1066,42950,a,6,shopping_mall,321.0,357.0,0.8991596638655462,0.3062718879337791
8635,audio/shopping_mall-lyon-1066-42953-a.wav,shopping_mall,lyon,1066,42953,a,6,shopping_mall,309.0,357.0,0.865546218487395,0.4776345113021331
8636,audio/shopping_mall-prague-1053-42975-a.wav,shopping_mall,prague,1053,42975,a,6,shopping_mall,273.0,357.0,0.7647058823529411,0.8545845272206304
8638,audio/shopping_mall-lyon-1043-42998-a.wav,shopping_mall,lyon,1043,42998,a,6,shopping_mall,336.0,357.0,0.9411764705882353,0.1290990130531678
8639,audio/shopping_mall-prague-1009-43013-a.wav,shopping_mall,prague,1009,43013,a,6,shopping_mall,311.0,357.0,0.8711484593837535,0.44937917860553966
8640,audio/shopping_mall-prague-1009-43019-a.wav,shopping_mall,prague,1009,43019,a,6,shopping_mall,317.0,357.0,0.8879551820728291,0.3666825851639605
8641,audio/shopping_mall-prague-1031-43033-a.wav,shopping_mall,prague,1031,43033,a,6,shopping_mall,325.0,357.0,0.9103641456582633,0.25007959248646927
8642,audio/shopping_mall-prague-1053-43036-a.wav,shopping_mall,prague,1053,43036,a,6,shopping_mall,318.0,357.0,0.8907563025210085,0.3517191977077364
8643,audio/shopping_mall-lyon-1066-43040-a.wav,shopping_mall,lyon,1066,43040,a,6,shopping_mall,314.0,357.0,0.8795518207282913,0.40886660299267746
8644,audio/shopping_mall-lyon-1066-43041-a.wav,shopping_mall,lyon,1066,43041,a,6,shopping_mall,310.0,357.0,0.8683473389355743,0.4643425660617638
8646,audio/shopping_mall-prague-1009-43085-a.wav,shopping_mall,prague,1009,43085,a,6,shopping_mall,281.0,357.0,0.7871148459383753,0.7915472779369628
8648,audio/shopping_mall-lisbon-1137-43106-a.wav,shopping_mall,lisbon,1137,43106,a,6,shopping_mall,297.0,357.0,0.8319327731092437,0.6243234638650111
8649,audio/shopping_mall-prague-1031-43107-a.wav,shopping_mall,prague,1031,43107,a,6,shopping_mall,266.0,357.0,0.7450980392156863,0.8967685450493473
8651,audio/shopping_mall-prague-1031-43123-a.wav,shopping_mall,prague,1031,43123,a,6,shopping_mall,277.0,357.0,0.7759103641456583,0.8256128621458134
8652,audio/shopping_mall-lyon-1043-43130-a.wav,shopping_mall,lyon,1043,43130,a,6,shopping_mall,279.0,357.0,0.7815126050420168,0.8088188475007959
8654,audio/shopping_mall-lyon-1043-43151-a.wav,shopping_mall,lyon,1043,43151,a,6,shopping_mall,275.0,357.0,0.7703081232492998,0.8408946195479147
8655,audio/shopping_mall-lyon-1043-43179-a.wav,shopping_mall,lyon,1043,43179,a,6,shopping_mall,303.0,357.0,0.8487394957983193,0.5518147086914995
8657,audio/shopping_mall-lyon-1043-43252-a.wav,shopping_mall,lyon,1043,43252,a,6,shopping_mall,311.0,357.0,0.8711484593837535,0.44945877109200894
8658,audio/shopping_mall-prague-1009-43254-a.wav,shopping_mall,prague,1009,43254,a,6,shopping_mall,258.0,357.0,0.7226890756302521,0.931391276663483
8659,audio/shopping_mall-lyon-1066-43261-a.wav,shopping_mall,lyon,1066,43261,a,6,shopping_mall,309.0,357.0,0.865546218487395,0.47771410378860235
8660,audio/shopping_mall-lyon-1043-43290-a.wav,shopping_mall,lyon,1043,43290,a,6,shopping_mall,279.0,357.0,0.7815126050420168,0.8088984399872652
8661,audio/shopping_mall-prague-1009-43304-a.wav,shopping_mall,prague,1009,43304,a,6,shopping_mall,326.0,357.0,0.9131652661064426,0.2391754218401783
8662,audio/shopping_mall-prague-1031-43312-a.wav,shopping_mall,prague,1031,43312,a,6,shopping_mall,276.0,357.0,0.773109243697479,0.8334129258198026
8664,audio/shopping_mall-lisbon-1137-43324-a.wav,shopping_mall,lisbon,1137,43324,a,6,shopping_mall,292.0,357.0,0.8179271708683473,0.687997453040433
8665,audio/shopping_mall-lyon-1066-43343-a.wav,shopping_mall,lyon,1066,43343,a,6,shopping_mall,280.0,357.0,0.7843137254901961,0.8013371537726839
8666,audio/shopping_mall-lyon-1043-43349-a.wav,shopping_mall,lyon,1043,43349,a,6,shopping_mall,309.0,357.0,0.865546218487395,0.4777936962750716
8668,audio/shopping_mall-prague-1053-43362-a.wav,shopping_mall,prague,1053,43362,a,6,shopping_mall,313.0,357.0,0.876750700280112,0.42231773320598537
8669,audio/shopping_mall-prague-1053-43368-a.wav,shopping_mall,prague,1053,43368,a,6,shopping_mall,293.0,357.0,0.8207282913165266,0.6753422476918179
8670,audio/shopping_mall-lisbon-1137-43373-a.wav,shopping_mall,lisbon,1137,43373,a,6,shopping_mall,280.0,357.0,0.7843137254901961,0.8014167462591532
8672,audio/shopping_mall-prague-1009-43429-a.wav,shopping_mall,prague,1009,43429,a,6,shopping_mall,256.0,357.0,0.7170868347338936,0.9392709328239415
8673,audio/shopping_mall-lisbon-1137-43432-a.wav,shopping_mall,lisbon,1137,43432,a,6,shopping_mall,296.0,357.0,0.8291316526610645,0.6380133715377269
8674,audio/shopping_mall-lisbon-1137-43437-a.wav,shopping_mall,lisbon,1137,43437,a,6,shopping_mall,294.0,357.0,0.8235294117647058,0.6632441897484878
8675,audio/shopping_mall-lisbon-1137-43440-a.wav,shopping_mall,lisbon,1137,43440,a,6,shopping_mall,317.0,357.0,0.8879551820728291,0.3667621776504298
8676,audio/shopping_mall-prague-1053-43463-a.wav,shopping_mall,prague,1053,43463,a,6,shopping_mall,274.0,357.0,0.7675070028011205,0.8478191658707418
8680,audio/shopping_mall-prague-1009-43526-a.wav,shopping_mall,prague,1009,43526,a,6,shopping_mall,277.0,357.0,0.7759103641456583,0.8256924546322827
8681,audio/shopping_mall-lyon-1043-43527-a.wav,shopping_mall,lyon,1043,43527,a,6,shopping_mall,289.0,357.0,0.8095238095238095,0.7196752626552053
8682,audio/shopping_mall-lyon-1043-43549-a.wav,shopping_mall,lyon,1043,43549,a,6,shopping_mall,279.0,357.0,0.7815126050420168,0.8089780324737345
8683,audio/shopping_mall-lyon-1043-43550-a.wav,shopping_mall,lyon,1043,43550,a,6,shopping_mall,298.0,357.0,0.834733893557423,0.6134192932187201
8684,audio/shopping_mall-lisbon-1137-43560-a.wav,shopping_mall,lisbon,1137,43560,a,6,shopping_mall,289.0,357.0,0.8095238095238095,0.7197548551416746
8685,audio/shopping_mall-lisbon-1137-43566-a.wav,shopping_mall,lisbon,1137,43566,a,6,shopping_mall,286.0,357.0,0.8011204481792717,0.7480897803247374
8688,audio/shopping_mall-lyon-1043-43645-a.wav,shopping_mall,lyon,1043,43645,a,6,shopping_mall,301.0,357.0,0.8431372549019608,0.5771251193887297
8689,audio/shopping_mall-lyon-1066-43650-a.wav,shopping_mall,lyon,1066,43650,a,6,shopping_mall,315.0,357.0,0.8823529411764706,0.39414199299586117
8690,audio/shopping_mall-lisbon-1137-43651-a.wav,shopping_mall,lisbon,1137,43651,a,6,shopping_mall,311.0,357.0,0.8711484593837535,0.4495383635784782
8691,audio/shopping_mall-prague-1031-43654-a.wav,shopping_mall,prague,1031,43654,a,6,shopping_mall,284.0,357.0,0.7955182072829131,0.7659184972938554
8693,audio/shopping_mall-lyon-1066-43681-a.wav,shopping_mall,lyon,1066,43681,a,6,shopping_mall,319.0,357.0,0.8935574229691877,0.3361986628462273
8694,audio/shopping_mall-lyon-1043-43686-a.wav,shopping_mall,lyon,1043,43686,a,6,shopping_mall,278.0,357.0,0.7787114845938375,0.8183699458771092
8696,audio/shopping_mall-prague-1009-43699-a.wav,shopping_mall,prague,1009,43699,a,6,shopping_mall,319.0,357.0,0.8935574229691877,0.3362782553326966
